-0.2563,0.27063
-0.2563,0.27063
-0.2563,0.27063
-0.2563,0.27063
-0.015735,0.21106
-0.015735,0.21106
-0.015735,0.21106
-0.015735,0.21106
0.065599,0.43106
0.065599,0.43106
0.065599,0.43106
0.065599,0.43106
0.18115,-0.15574
0.18115,-0.15574
0.18115,-0.15574
0.18115,-0.15574
0.42691,-0.24316
0.42691,-0.24316
0.42691,-0.24316
0.42691,-0.24316
-0.35422,-0.21857
-0.35422,-0.21857
-0.35422,-0.21857
-0.35422,-0.21857
0.36068,0.25308
0.36068,0.25308
0.36068,0.25308
0.36068,0.25308
0.29057,0.32567
0.29057,0.32567
0.29057,0.32567
0.29057,0.32567
-0.30592,0.031137
-0.30592,0.031137
-0.30592,0.031137
-0.30592,0.031137
0.24851,-0.46754
0.24851,-0.46754
0.24851,-0.46754
0.24851,-0.46754
-0.48084,-0.0041688
-0.48084,-0.0041688
-0.48084,-0.0041688
-0.48084,-0.0041688
0.13259,-0.6893
0.13259,-0.6893
0.13259,-0.6893
0.13259,-0.6893
-0.4932,0.12222
-0.4932,0.12222
-0.4932,0.12222
-0.4932,0.12222
0.030035,-0.18705
0.030035,-0.18705
0.030035,-0.18705
0.030035,-0.18705
-0.38333,0.027082
-0.38333,0.027082
-0.38333,0.027082
-0.38333,0.027082
0.13623,-0.36403
0.13623,-0.36403
0.13623,-0.36403
0.13623,-0.36403
-0.1951,-0.10464
-0.1951,-0.10464
-0.1951,-0.10464
-0.1951,-0.10464
-0.094545,-0.18354
-0.094545,-0.18354
-0.094545,-0.18354
-0.094545,-0.18354
-0.0396,-0.054147
-0.0396,-0.054147
-0.0396,-0.054147
-0.0396,-0.054147
0.073887,0.38369
0.073887,0.38369
0.073887,0.38369
0.073887,0.38369
0.03618,0.59005
0.03618,0.59005
0.03618,0.59005
0.03618,0.59005
-0.076685,0.29019
-0.076685,0.29019
-0.076685,0.29019
-0.076685,0.29019
0.45948,-0.21823
0.45948,-0.21823
0.45948,-0.21823
0.45948,-0.21823
0.26517,-0.085343
0.26517,-0.085343
0.26517,-0.085343
0.26517,-0.085343
